scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link	isolate	breed	isolation_source	collection_date	geo_loc_name	depth	dev_stage	env_broad_scale	lat_lon	rna_seq_library	biosamplemodel	sample_name	collected_by	env_biome	host_tissue_sampled
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976418	SRX11075168	SRR14740517	SRA1241116	SRS9141212	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_18	Single brain, RNA extraction and sequencing by Novogene			18	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	30671634	9201490200	3597090146								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740517/SRR14740517.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740517/SRR14740517	gs://sra-pub-zq-101/SRR14740517/SRR14740517.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_18	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976463	SRX11075167	SRR14740518	SRA1241116	SRS9141211	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_66	Single brain, RNA extraction and sequencing by Novogene			66	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	22915605	6874681500	2684378201								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740518/SRR14740518.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740518/SRR14740518	gs://sra-pub-zq-101/SRR14740518/SRR14740518.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_66	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976461	SRX11075166	SRR14740519	SRA1241116	SRS9141210	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_63	Single brain, RNA extraction and sequencing by Novogene			63	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	23488321	7046496300	2760763224								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740519/SRR14740519.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740519/SRR14740519	gs://sra-pub-zq-101/SRR14740519/SRR14740519.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_63	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976459	SRX11075165	SRR14740520	SRA1241116	SRS9141209	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_61	Single brain, RNA extraction and sequencing by Novogene			61	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	22790280	6837084000	2682525084								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740520/SRR14740520.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740520/SRR14740520	gs://sra-pub-zq-101/SRR14740520/SRR14740520.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_61	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976458	SRX11075164	SRR14740521	SRA1241116	SRS9141208	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_60	Single brain, RNA extraction and sequencing by Novogene			60	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	22801705	6840511500	2678004070								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740521/SRR14740521.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740521/SRR14740521	gs://sra-pub-zq-101/SRR14740521/SRR14740521.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_60	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976457	SRX11075163	SRR14740522	SRA1241116	SRS9141207	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_59	Single brain, RNA extraction and sequencing by Novogene			59	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	24741397	7422419100	2916691496								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740522/SRR14740522.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740522/SRR14740522	gs://sra-pub-zq-101/SRR14740522/SRR14740522.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_59	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976456	SRX11075162	SRR14740523	SRA1241116	SRS9141206	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_58	Single brain, RNA extraction and sequencing by Novogene			58	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	23942598	7182779400	2845796891								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740523/SRR14740523.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740523/SRR14740523	gs://sra-pub-zq-101/SRR14740523/SRR14740523.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_58	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976455	SRX11075161	SRR14740524	SRA1241116	SRS9141205	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_57	Single brain, RNA extraction and sequencing by Novogene			57	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	22089147	6626744100	2612707683								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740524/SRR14740524.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740524/SRR14740524	gs://sra-pub-zq-101/SRR14740524/SRR14740524.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_57	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976454	SRX11075160	SRR14740525	SRA1241116	SRS9141204	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_56	Single brain, RNA extraction and sequencing by Novogene			56	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	23436076	7030822800	2764152127								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740525/SRR14740525.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740525/SRR14740525	gs://sra-pub-zq-101/SRR14740525/SRR14740525.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_56	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976453	SRX11075159	SRR14740526	SRA1241116	SRS9141203	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_55	Single brain, RNA extraction and sequencing by Novogene			55	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	24082897	7224869100	2852867965								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740526/SRR14740526.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740526/SRR14740526	gs://sra-pub-zq-101/SRR14740526/SRR14740526.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_55	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976452	SRX11075158	SRR14740527	SRA1241116	SRS9141202	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_54	Single brain, RNA extraction and sequencing by Novogene			54	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	23916010	7174803000	2833298616								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740527/SRR14740527.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740527/SRR14740527	gs://sra-pub-zq-101/SRR14740527/SRR14740527.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_54	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976415	SRX11075157	SRR14740528	SRA1241116	SRS9141201	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_15	Single brain, RNA extraction and sequencing by Novogene			15	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	27956215	8386864500	3301898570								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740528/SRR14740528.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740528/SRR14740528	gs://sra-pub-zq-101/SRR14740528/SRR14740528.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_15	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976451	SRX11075156	SRR14740529	SRA1241116	SRS9141200	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_53	Single brain, RNA extraction and sequencing by Novogene			53	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	24422887	7326866100	2948734263								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740529/SRR14740529.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740529/SRR14740529	gs://sra-pub-zq-101/SRR14740529/SRR14740529.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_53	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976450	SRX11075155	SRR14740530	SRA1241116	SRS9141199	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_52	Single brain, RNA extraction and sequencing by Novogene			52	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	21112953	6333885900	2537153909								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740530/SRR14740530.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740530/SRR14740530	gs://sra-pub-zq-101/SRR14740530/SRR14740530.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_52	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976449	SRX11075154	SRR14740531	SRA1241116	SRS9141198	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_51	Single brain, RNA extraction and sequencing by Novogene			51	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	24053196	7215958800	2872920402								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740531/SRR14740531.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740531/SRR14740531	gs://sra-pub-zq-101/SRR14740531/SRR14740531.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_51	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976447	SRX11075153	SRR14740532	SRA1241116	SRS9141197	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_49	Single brain, RNA extraction and sequencing by Novogene			49	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	23480852	7044255600	2794738380								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740532/SRR14740532.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740532/SRR14740532	gs://sra-pub-zq-101/SRR14740532/SRR14740532.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_49	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976446	SRX11075152	SRR14740533	SRA1241116	SRS9141196	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_48	Single brain, RNA extraction and sequencing by Novogene			48	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	26669408	8000822400	3198011734								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740533/SRR14740533.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740533/SRR14740533	gs://sra-pub-zq-101/SRR14740533/SRR14740533.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_48	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976445	SRX11075151	SRR14740534	SRA1241116	SRS9141195	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_47	Single brain, RNA extraction and sequencing by Novogene			47	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	23912821	7173846300	2856822884								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740534/SRR14740534.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740534/SRR14740534	gs://sra-pub-zq-101/SRR14740534/SRR14740534.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_47	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976444	SRX11075150	SRR14740535	SRA1241116	SRS9141194	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_46	Single brain, RNA extraction and sequencing by Novogene			46	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	25667375	7700212500	3096470988								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740535/SRR14740535.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740535/SRR14740535	gs://sra-pub-zq-101/SRR14740535/SRR14740535.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_46	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976443	SRX11075149	SRR14740536	SRA1241116	SRS9141193	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_43	Single brain, RNA extraction and sequencing by Novogene			43	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	27062363	8118708900	3254063427								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740536/SRR14740536.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740536/SRR14740536	gs://sra-pub-zq-101/SRR14740536/SRR14740536.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_43	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976442	SRX11075148	SRR14740537	SRA1241116	SRS9141192	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_42	Single brain, RNA extraction and sequencing by Novogene			42	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	22823289	6846986700	2730570656								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740537/SRR14740537.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740537/SRR14740537	gs://sra-pub-zq-101/SRR14740537/SRR14740537.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_42	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976441	SRX11075147	SRR14740538	SRA1241116	SRS9141191	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_41	Single brain, RNA extraction and sequencing by Novogene			41	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	24309152	7292745600	2925201695								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740538/SRR14740538.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740538/SRR14740538	gs://sra-pub-zq-101/SRR14740538/SRR14740538.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_41	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976414	SRX11075146	SRR14740539	SRA1241116	SRS9141190	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_14	Single brain, RNA extraction and sequencing by Novogene			14	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	24522007	7356602100	2880771322								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740539/SRR14740539.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740539/SRR14740539	gs://sra-pub-zq-101/SRR14740539/SRR14740539.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_14	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976439	SRX11075145	SRR14740540	SRA1241116	SRS9141189	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_39	Single brain, RNA extraction and sequencing by Novogene			39	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	23499258	7049777400	2712166725								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740540/SRR14740540.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740540/SRR14740540	gs://sra-pub-zq-101/SRR14740540/SRR14740540.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_39	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976435	SRX11075144	SRR14740541	SRA1241116	SRS9141188	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_35	Single brain, RNA extraction and sequencing by Novogene			35	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	25151400	7545420000	2908322437								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740541/SRR14740541.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740541/SRR14740541	gs://sra-pub-zq-101/SRR14740541/SRR14740541.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_35	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976432	SRX11075143	SRR14740542	SRA1241116	SRS9141187	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_32	Single brain, RNA extraction and sequencing by Novogene			32	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	20277385	6083215500	2416392835								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740542/SRR14740542.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740542/SRR14740542	gs://sra-pub-zq-101/SRR14740542/SRR14740542.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_32	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976431	SRX11075142	SRR14740543	SRA1241116	SRS9141186	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_31	Single brain, RNA extraction and sequencing by Novogene			31	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	26677601	8003280300	3178755155								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740543/SRR14740543.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740543/SRR14740543	gs://sra-pub-zq-101/SRR14740543/SRR14740543.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_31	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976430	SRX11075141	SRR14740544	SRA1241116	SRS9141185	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_30	Single brain, RNA extraction and sequencing by Novogene			30	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	21048879	6314663700	2514696904								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740544/SRR14740544.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740544/SRR14740544	gs://sra-pub-zq-101/SRR14740544/SRR14740544.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_30	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976429	SRX11075140	SRR14740545	SRA1241116	SRS9141184	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_29	Single brain, RNA extraction and sequencing by Novogene			29	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	24444955	7333486500	2933857529								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740545/SRR14740545.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740545/SRR14740545	gs://sra-pub-zq-101/SRR14740545/SRR14740545.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_29	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976428	SRX11075139	SRR14740546	SRA1241116	SRS9141183	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_28	Single brain, RNA extraction and sequencing by Novogene			28	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	22139836	6641950800	2628661160								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740546/SRR14740546.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740546/SRR14740546	gs://sra-pub-zq-101/SRR14740546/SRR14740546.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_28	Invertebrate				
Pogonomyrmex barbatus	brain	Brain								no		PRJNA547792	SAMN11976427	SRX11075138	SRR14740547	SRA1241116	SRS9141182	SRP322867	Pogonomyrmex barbatus Raw sequence reads	R_27	Single brain, RNA extraction and sequencing by Novogene			27	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	24454892	7336467600	2902799795								Biology	Stanford University	SUB9732713		144034	2021-06-23 00:06:27	DAF						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14740/SRR14740547/SRR14740547.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14740547/SRR14740547	gs://sra-pub-zq-101/SRR14740547/SRR14740547.lite.1	J1/J2	Population of J1/J2	Desert plains, after monsoon season	2017	USA: Arizona	Forager	Forager	Desert	31.5 N 109.54 W	R_27	Invertebrate				
